query,COG_category,PFAMs
1458300_7559_128,Q,DctQ
1458300_7559_129,Q,DctP
1458300_7559_130,P,
1458300_7559_131,S,DUF2982
1458300_7559_132,S,Lactamase_B
1458300_7559_133,S,Peptidase_M15_2
1458300_7559_134,S,PG_binding_1_YkuD
1458300_7559_135,S,DUF1513
1458300_7559_136,S,Peptidase_M75
1458300_7559_137,C,DHOR
1458300_7559_138,P,Peptidase_M75
1458300_7559_139,F,GTP_cyclohydro2
1458300_7559_140,,
1458300_7559_141,EGP,MFS_1
1458300_7559_142,K,HTH_18
1458300_7559_143,S,Rhodanese
1458300_7559_144,L,DNA_gyraseA_C_DNA_topoisoIV
1458300_7559_145,H,Methyltransf_23
1458300_7559_146,F,ATPcone_Ribonuc_red_lgC_Ribonuc_red_lgN
1458300_7559_147,F,Ribonuc_red_sm
1458300_7559_148,C,Fer2
1458300_7559_149,,
1458300_7559_150,S,CinA_MoCF_biosynth
1458300_7559_151,M,DUF3943
1458300_7559_152,E,ACT_4_ACT_6
1458300_7559_153,T,HAMP_MCPsignal_dCache_2_sCache_2
1458300_7559_154,S,DUF2750
1458300_7559_155,S,PRAPH
1458300_7559_156,P,ABC_tran
1458300_7559_157,H,FecCD
1458300_7559_158,E,AstE_AspA
1458300_7559_159,G,His_Phos_1
1458300_7559_160,H,CobU
1458300_7559_161,H,CobS
1458300_7559_162,F,DBI_PRT
1458300_7559_163,O,SelR
1458300_7559_164,U,SDF
1458300_7559_165,L,Exonuc_XT_C_RNase_T
1458300_7559_166,S,LrgA
1458300_7559_167,M,LrgB
1458300_7559_168,F,dCMP_cyt_deam_1_dCMP_cyt_deam_2
1458300_7559_169,S,Mem_trans
1458300_7559_170,F,ATPgrasp_Epimerase
1458300_7559_171,H,TPMT
1458300_7559_173,M,RelA_SpoT
1458300_7559_174,K,Bac_DNA_binding
1458300_7559_175,J,B3_4_B5_FDXACB_tRNA_bind
1458300_7559_176,J,Phe_tRNAsynt_N_tRNAsynt_2d
1458300_7559_177,K,Acetyltransf_1_MarR_2
1458300_7559_178,PT,GGDEF_Hemerythrin
1458300_7559_179,I,CDPOH_P_transf
1458300_7559_180,L,GIYYIG_HHH_HHH_5_UVR_UvrC_HhH_N
1458300_7559_181,K,GerE_Response_reg
1458300_7559_182,L,DNA_pol_B_DNA_pol_B_exo1
1458300_7559_183,GT,EAL_PTS_EIIC
1458300_7559_184,S,NTP_transf_2
1458300_7559_185,J,EFP_EFP_N_ElongfactP_C
1458300_7559_186,S,DUF440
1458300_7559_187,S,DUF3187
1458300_7559_188,K,GntR_UTRA
1458300_7559_189,F,Amidohydro_1_Amidohydro_3
1458300_7559_190,E,Arginase
1458300_7559_191,H,Urocanase_Urocanase_C_Urocanase_N
1458300_7559_192,E,Lyase_aromatic
1458300_7559_193,S,DUF3581
1458300_7559_194,M,Trypsin
1458300_7559_195,O,PEMT
1458300_7559_196,C,FADoxidase_C_FAD_binding_4_Fer4_8
1458300_7559_197,NT,DUF3334
1458300_7559_198,S,DUF2786
1458300_7559_199,M,Glyzipper_Omp_Glyzipper_YMGG_OmpA
1458300_7559_200,O,DnaJ_Sel1
1458300_7559_201,,
1458300_7559_202,D,SulA
1458300_7559_203,F,SAICAR_synt
1458300_7559_204,,
1458300_7559_205,C,Malic_M_malic
1458300_7559_206,S,DUF3392
1458300_7559_207,S,DUF218
1458300_7559_208,T,CIA30_GGDEF_dCache_3
1458300_7559_209,E,Aminotran_5
1458300_7559_210,S,2OGFe_Oxy_2
1458300_7559_211,C,Pyr_redox_2
1458300_7559_212,CO,ABC_membrane_ABC_tran
1458300_7559_213,CO,ABC_membrane_ABC_tran
1458300_7559_214,J,PseudoU_synth_2_S4
1458300_7559_215,J,Sua5_yciO_yrdC
1458300_7559_216,S,PHP
1458300_7559_217,E,Anth_synt_I_N_Chorismate_bind
1458300_7559_218,EH,GATase
1458300_7559_219,F,Glycos_trans_3N_Glycos_transf_3
1458300_7559_220,E,IGPS_PRAI
1458300_7559_221,E,PALP
1458300_7559_222,E,Trp_syntA
1458300_7559_223,U,SDF
1458300_7559_224,F,TK
1458300_7559_225,J,GAD_tRNAsynt_2_tRNA_anticodon
1458300_7559_226,S,DUF72
1458300_7559_227,H,Methyltransf_11_Methyltransf_25
1458300_7559_228,J,Methyltransf_9
1458300_7559_229,O,Zn_protease
1458300_7559_230,E,7TM_transglut_Transglut_i_TM
1458300_7559_231,HJ,ATPgrasp_ST
1458300_7559_232,E,Aminotran_5
1458300_7559_233,S,DUF945
1458300_7559_234,T,HATPase_c_HisKA_Response_reg_cNMP_binding
1458300_7559_235,T,Response_reg
1458300_7559_236,,OMP_bbrl
1458300_7559_237,K,TfoX_C_TfoX_N
1458300_7559_238,T,HDOD
1458300_7559_239,S,Lys_export
1458300_7559_240,,
1458300_7559_241,E,Pyridoxal_deC
1458300_7559_242,K,HTH_6_SIS
1458300_7559_243,C,FeADH
1458300_7559_244,O,Glutaredoxin
1458300_7559_245,P,AspAl_Ex_TrkA_C
1458300_7559_246,O,AAA_AAA_2_ClpB_D2small_Clp_N
1458300_7559_247,S,ClpS
1458300_7559_248,K,CSD
1458300_7559_249,C,IDH
1458300_7559_250,J,PseudoU_synth_2
1458300_7559_251,E,PRACH_PRAPH
1458300_7559_252,E,His_biosynth
1458300_7559_253,E,His_biosynth
1458300_7559_254,E,GATase
1458300_7559_255,E,Hydrolase_like_IGPD_PNK3P
1458300_7559_256,E,Aminotran_1_2
1458300_7559_257,E,Histidinol_dh
1458300_7559_258,F,HisG_HisG_C
1458300_7559_259,C,Na_H_antiporter
1458300_7559_260,K,Histone_HNS
1458300_7559_261,G,PfkB
1458300_7559_262,J,tRNA_Me_trans
1458300_7559_263,S,DUF489
1458300_7559_264,F,ASL_C_Lyase_1
1458300_7559_265,S,DUF3833
1458300_7559_266,H,Chalcone_3
1458300_7559_267,S,DUF2878
1458300_7559_268,M,CMAS
1458300_7559_269,S,DUF1365
1458300_7559_270,S,Amino_oxidase
1458300_7559_271,IQ,adh_short
1458300_7559_272,S,SnoaL_2
1458300_7559_273,O,Peptidase_M48
1458300_7559_274,,
1458300_7559_275,H,AAA_26
1458300_7559_276,H,Methyltransf_11
1458300_7559_277,H,Aminotran_1_2
1458300_7559_278,H,BATS_Radical_SAM
1458300_7559_279,H,Aminotran_3
1458300_7559_280,J,Seryl_tRNA_N_tRNAsynt_2b
1458300_7559_281,L,AAA_AAA_assoc_2_MgsA_C
1458300_7559_282,M,LolA
1458300_7559_283,S,SECC_UPF0149
1458300_7559_284,J,Dus
1458300_7559_285,T,GGDEF
1458300_7559_286,S,ABC_tran
1458300_7559_287,S,BPD_transp_2
1458300_7559_288,S,ABC_sub_bind
1458300_7559_289,S,VF530
1458300_7559_290,S,DUF412
1458300_7559_291,F,Acetate_kinase
1458300_7559_292,C,AAA_26_DRTGG_PTA_PTB
1458300_7559_293,O,GST_C_2_GST_N_2
1458300_7559_294,P,ABC_tran_oligo_HPY
1458300_7559_295,P,ABC_tran_oligo_HPY
1458300_7559_296,P,BPD_transp_1_OppC_N
1458300_7559_297,P,BPD_transp_1
1458300_7559_298,E,SBP_bac_5
1458300_7559_299,P,Phosphonatebd
1458300_7559_300,T,HAMP_HATPase_c_HisKA
1458300_7559_301,KT,HD_5_Response_reg
1458300_7559_302,T,EAL_GGDEF_Response_reg
1458300_7559_303,H,HATPase_c_HisKA
1458300_7559_304,T,HATPase_c_HisKA_MHYT_PAS_4_PAS_9
1458300_7559_305,NT,CheC
1458300_7559_306,T,Response_reg
1458300_7559_307,T,HDOD_Response_reg
1458300_7559_308,T,Hpt
1458300_7559_309,H,SUA5_Sua5_yciO_yrdC
1458300_7559_310,,
1458300_7559_311,K,HTH_18
1458300_7559_312,S,PBP
1458300_7559_313,S,Abi
1458300_7559_314,G,CBM_5_12_2_ChiC_Glyco_hydro_18
1458300_7559_315,EGP,MFS_1
1458300_7559_316,T,CDKN3_DSPc_Y_phosphatase3
1458300_7559_317,C,Gp_dh_C_Gp_dh_N
1458300_7559_318,K,HTH_5
1458300_7559_319,ET,GGDEF_SBP_bac_3
1458300_7559_320,,
1458300_7559_321,L,DNA_binding_1
1458300_7559_322,S,YscW
1458300_7559_323,I,4HBT_3
1458300_7559_324,K,AsnC_trans_reg_HTH_24_HTH_AsnCtype
1458300_7559_325,E,PALP
1458300_7559_326,OU,Peptidase_S49_Peptidase_S49_N
1458300_7559_327,IQ,adh_short
1458300_7559_328,S,CxxCxxCC
1458300_7559_329,S,CxxCxxCC
1458300_7559_330,L,RecR_Toprim_4
1458300_7559_331,S,YbaB_DNA_bd
1458300_7559_332,H,DNA_pol3_delta2_DNA_pol3_gamma3_DNA_pol3_tau_4_DNA_pol3_tau_5
1458300_7559_333,F,Pribosyltran
1458300_7559_334,S,DUF454
1458300_7559_335,,
1458300_7559_336,T,Response_reg
1458300_7559_337,K,HTH_1_LysR_substrate
1458300_7559_338,C,Nitroreductase
1458300_7559_339,I,3HCDH_3HCDH_N_ECH_1
1458300_7559_340,I,Thiolase_C_Thiolase_N
1458300_7559_341,K,Sigma70_r2_Sigma70_r4_2
1458300_7559_342,K,DUF3379
1458300_7559_343,I,Toluene_X
1458300_7559_344,I,Toluene_X
1458300_7559_345,T,LMWPc
1458300_7559_346,H,Co_AT_N_CobA_CobO_BtuR
1458300_7559_347,M,AsmA
1458300_7559_348,F,PRK
1458300_7559_349,D,ParA
1458300_7559_350,J,Anticodon_1_tRNAsynt_1g_tRNA_bind
1458300_7559_351,,
1458300_7559_352,F,PNP_UDP_1
1458300_7559_353,P,E1E2_ATPase_HMA_Hydrolase
1458300_7559_354,S,CBS
1458300_7559_355,T,GGDEF_PAS_4
1458300_7559_356,H,MoaE
1458300_7559_357,H,ThiS
1458300_7559_358,H,MoaC
1458300_7559_359,H,MoCF_biosynth
1458300_7559_360,H,Fer4_12_Mob_synth_C_Radical_SAM
1458300_7559_361,S,UPF0052
1458300_7559_362,T,Hpt
1458300_7559_363,T,HTH_8_Hpt_Response_reg_Sigma54_activat
1458300_7559_364,L,Helicase_C_ResIII_UVR_UvrB
1458300_7559_365,C,RnfNqr
1458300_7559_366,C,FeS_Fer4_21
1458300_7559_367,C,Complex1_51K_Fer4_Fer4_10_Fer4_4_Fer4_7_Fer4_8_RnfC_N_SLBB
1458300_7559_368,C,NQR2_RnfD_RnfE
1458300_7559_369,C,FMN_bind
1458300_7559_370,C,FMN_bind_RnfNqr
1458300_7559_371,L,EndIII_4Fe2S_HhHGPD
1458300_7559_372,E,Glyoxalase
1458300_7559_373,S,DUF2753
1458300_7559_374,N,OmpA
1458300_7559_375,L,RNase_T
1458300_7559_376,S,Na_H_antiport_2_Na_H_antiporter
1458300_7559_377,F,GATase_6_Pribosyltran
1458300_7559_378,S,Colicin_V
1458300_7559_379,S,SPOR
1458300_7559_380,H,Mur_ligase_C_Mur_ligase_M
1458300_7559_381,I,Carboxyl_trans
1458300_7559_382,J,PseudoU_synth_1
1458300_7559_383,NU,Trypan_PARP
1458300_7559_384,J,tRNAsynt_1c_tRNAsynt_1c_C
1458300_7559_385,G,PTS_EIIB_PTS_EIIC
1458300_7559_386,G,Amidohydro_1
1458300_7559_387,K,MarR_ROK
1458300_7559_388,P,Na_H_Exchanger_TrkA_N
1458300_7559_389,E,Asn_synthase_GATase_7
1458300_7559_390,K,NusG
1458300_7559_391,U,PTR2_PUCC
1458300_7559_392,H,Ferrochelatase
1458300_7559_393,F,ADK_ADK_lid
1458300_7559_394,O,HATPase_c_HATPase_c_3_HSP90
1458300_7559_395,K,Trans_reg_C
1458300_7559_396,S,ToxS
1458300_7559_397,O,Rdx
1458300_7559_398,S,Metallophos_2
1458300_7559_399,S,DUF1731_Epimerase
1458300_7559_400,IQ,adh_short
1458300_7559_401,O,TPR_19_TPR_20_Thioredoxin
1458300_7559_402,O,Band_7_Band_7_C
1458300_7559_403,OU,NfeD
1458300_7559_404,K,MerR_MerRDNAbind_MerR_1
1458300_7559_405,S,DUF2057
1458300_7559_406,M,Porin_4
1458300_7559_407,L,BRCT_DNA_ligase_OB_DNA_ligase_ZBD_DNA_ligase_aden_HHH_2_HHH_5
1458300_7559_408,D,ZipA_C
1458300_7559_409,U,EI24
1458300_7559_410,E,PALP
1458300_7559_411,G,PTSHPr
1458300_7559_412,G,PEPutilisers_N_PEPutilizers_PEPutilizers_C_PTSHPr_PTS_EIIA_2
1458300_7559_413,G,PTS_EIIA_1
1458300_7559_414,CH,FAD_binding_2_FAD_binding_3_SE
1458300_7559_415,J,Radical_SAM_TRAM_UPF0004
1458300_7559_416,T,PhoH
1458300_7559_417,J,UPF0054
1458300_7559_418,P,CBS_CorC_HlyC
1458300_7559_419,M,CN_hydrolase
1458300_7559_420,J,DUF1451
1458300_7559_421,J,Anticodon_1_tRNAsynt_1_tRNAsynt_1_2
1458300_7559_422,M,LptE
1458300_7559_423,L,DNA_pol3_delt_C_DNA_pol3_delta
1458300_7559_424,J,RsfS
1458300_7559_425,J,SPOUT_MTase
1458300_7559_426,M,PBP_dimer_Transpeptidase
1458300_7559_427,M,FTSW_RODA_SPOVE
1458300_7559_428,M,DPBB_1_SPOR
1458300_7559_429,M,PBP5_C_Peptidase_S11
1458300_7559_430,S,DUF493
1458300_7559_431,H,BPL_LplA_LipB
1458300_7559_432,H,LIAS_N_Radical_SAM
1458300_7559_433,,
1458300_7559_434,E,SHMT
1458300_7559_435,S,YitT_membrane
1458300_7559_436,,VanZ
1458300_7559_437,,
1458300_7559_438,D,AAA_31_CBP_BcsQ_GNVR_ParA_Wzz
1458300_7559_439,M,Poly_export_SLBB
1458300_7559_440,S,BBP2_2
1458300_7559_441,M,Bac_transf_CoA_binding_3
1458300_7559_442,,
1458300_7559_443,M,Wzy_C
1458300_7559_444,S,Betaprism_lec
1458300_7559_445,M,Beta_helix_Pectate_lyase_3
1458300_7559_446,,
1458300_7559_447,M,Glyco_tran_WecB
1458300_7559_448,O,
1458300_7559_449,M,Glyco_transf_4_Glycos_transf_1
1458300_7559_450,H,AMPbinding
1458300_7559_451,E,Hexapep
1458300_7559_452,,
1458300_7559_453,S,Polysacc_synt_3_Polysacc_synt_C
1458300_7559_454,M,Glyco_transf_4_Glycos_transf_1
1458300_7559_455,M,Hexapep
1458300_7559_456,M,UDPG_MGDP_dh_UDPG_MGDP_dh_C_UDPG_MGDP_dh_N
1458300_7559_457,G,Epimerase_2
1458300_7559_459,T,LMWPc
1458300_7559_460,V,ACR_tran
1458300_7559_461,M,HlyD_D23
1458300_7559_462,G,Alphaamylase_Malt_amylase_C
1458300_7559_463,G,PTS_EIIB_PTS_EIIC
1458300_7559_464,K,LacI_Peripla_BP_3_Peripla_BP_4
1458300_7559_465,E,HAD_2_Hydrolase_like
1458300_7559_466,P,ABC_tran_NIL
1458300_7559_467,P,BPD_transp_1
1458300_7559_468,M,Lipoprotein_9
1458300_7559_469,S,DUF2310
1458300_7559_470,S,Syd
1458300_7559_471,S,QueF_QueF_N
1458300_7559_472,S,SNAP_TPR_12
1458300_7559_473,T,GGDEF
1458300_7559_474,S,DUF3412_DUF4478_Lysine_decarbox
1458300_7559_475,L,5_3_exonuc_5_3_exonuc_N
1458300_7559_476,S,DUF423
1458300_7559_477,K,HTH_1_LysR_substrate
1458300_7559_478,H,THUMP_ThiI
1458300_7559_479,N,MotB_plug_OmpA
1458300_7559_480,N,MotA_ExbB
1458300_7559_481,L,Exonuc_VII_S
1458300_7559_482,H,polyprenyl_synt
1458300_7559_483,H,DXP_synthase_N_Transket_pyr_Transketolase_C
1458300_7559_484,J,PseudoU_synth_2
1458300_7559_485,S,DUF446
1458300_7559_486,S,DUF3549
1458300_7559_487,S,DUF3301
1458300_7559_488,J,Acetyltransf_3
1458300_7559_489,,
1458300_7559_490,S,DUF188
1458300_7559_491,H,ABG_transport
1458300_7559_492,J,Ribosomal_L36
1458300_7559_493,J,Ribosomal_L31
1458300_7559_494,S,UPF0066
1458300_7559_495,J,HGTP_anticodon_tRNAsynt_2b_tRNA_edit
1458300_7559_496,S,DUF533
1458300_7559_497,S,UPF0253
1458300_7559_498,S,DUF4250
1458300_7559_499,L,Y1_Tnp
1458300_7578_1,,
1458300_7712_1,P,Carb_anhydrase
1458300_7712_2,,
1458300_7712_3,S,HTH_26_HTH_31
1458300_7712_4,M,PBP5_C_Peptidase_S11
1458300_7712_5,E,Pyridoxal_deC
1458300_7712_6,NT,HAMP_MCPsignal_dCache_1
1458300_7712_7,EGP,MFS_1
1458300_7712_8,K,AraC_binding_HTH_18
1458300_7712_9,,
1458300_7712_10,KQ,HeLo_MerR_1_Methyltransf_11_Methyltransf_25_Methyltransf_31
1458300_7712_11,S,Acetyltransf_7
1458300_7712_12,,
1458300_7712_13,P,
1458300_7712_14,S,Cupin_2
1458300_7712_15,T,DUF3404_HATPase_c_HATPase_c_5
1458300_7712_16,K,Response_reg_Trans_reg_C
1458300_7712_17,S,DUF2861
1458300_7712_18,S,Glyco_hydro_129
1458300_7712_19,S,Hexapep
1458300_7712_20,G,Alphaamylase
1458300_7712_21,C,Ni_hydr_CYTB
1458300_7712_22,S,Lactamase_B_2_Lactamase_B_3
1458300_7712_23,K,DeoRC_HTH_DeoR
1458300_7712_24,G,EIICGAT_PTS_IIB
1458300_7712_25,G,PTS_EIIA_2
1458300_7712_26,G,Aldolase_II
1458300_7712_27,S,Hydrolase_3
1458300_7712_28,G,OMPdecase
1458300_7712_29,G,AP_endonuc_2
1458300_7712_30,,
1458300_7712_31,K,Response_reg_Trans_reg_C
1458300_7712_32,T,HAMP_HATPase_c_HisKA
1458300_7712_33,S,
1458300_7712_34,G,
1458300_7712_35,F,Acetate_kinase
1458300_7712_36,S,DUF2218
1458300_7712_37,P,Plug_TonB_dep_Rec
1458300_7712_38,K,AraC_N_HTH_18
1458300_7712_39,P,ABC_tran
1458300_7712_40,P,FecCD
1458300_7712_41,P,FecCD
1458300_7712_42,P,Peripla_BP_2
1458300_7712_43,S,GATase_4
1458300_7712_44,,
1458300_7712_45,M,PKD_Peptidase_M6
1458300_7712_46,O,Lipase_chap
1458300_7712_47,S,Abhydrolase_1
1458300_7712_48,NT,4HB_MCP_1_MCPsignal
1458300_7712_49,S,Betaprism_lec_Hemolysin_N_Leukocidin
1458300_7712_50,I,Lipase_GDSL
1458300_7712_51,T,GGDEF
1458300_7712_52,EGP,MFS_1_Sugar_tr_TRI12
1458300_7712_53,C,Na_H_antiporter
1458300_7712_54,S,ABC_sub_bind
1458300_7712_55,T,CHASE5_HATPase_c_HisKA
1458300_7712_56,T,DUF3369_HD_HD_5_Response_reg
1458300_7712_58,H,CTP_transf_like
1458300_7712_59,F,NAD_synthase
1458300_7712_60,S,DcuA_DcuB
1458300_7712_61,F,DEAD_Helicase_C
1458300_7810_1,,
1458300_7810_2,M,Lipocalin_2
1458300_7838_1,L,HTH_Tnp_1
1458300_7838_2,L,HTH_21_rve_rve_3
1458300_7838_3,S,Inovirus_Gp2
1458300_7838_4,S,Inovirus_Gp2
1458300_7838_5,K,HTH_24
1458300_7838_6,,
1458300_7838_7,,
1458300_7838_8,L,AAA_23_DUF3732
1458300_7838_9,I,Acetyltransf_5_Acyltransferase
1458300_7838_10,Q,DctP
1458300_7838_11,M,GATase_6_SIS
1458300_7838_12,K,DeoRC_HTH_DeoR
1458300_7838_13,G,PK_PK_C
1458300_7838_14,,
1458300_7838_15,S,SIMPL
1458300_7838_16,K,HTH_1_LysR_substrate
1458300_7838_17,S,LysE
1458300_7838_18,M,MS_channel_TM_helix
1458300_7838_19,G,F_bP_aldolase
1458300_7838_20,F,PGK
1458300_7838_21,H,Gp_dh_C_Gp_dh_N
1458300_7838_22,P,Plug_TonB_dep_Rec
1458300_7838_23,K,HTH_1_LysR_substrate
1458300_7838_24,G,Transket_pyr_Transketolase_C_Transketolase_N
1458300_8019_1,E,Glyoxalase
1458300_8019_4,,
1458300_8019_5,S,DUF2806
1458300_8019_7,S,DJ1_PfpI
1458300_8019_8,P,SBP_bac_11
1458300_8019_9,P,SBP_bac_11
1458300_8019_10,,
1458300_8019_13,,
1458300_8019_14,Q,DUF3465
1458300_8019_15,,
1458300_9264_1,G,Alphaamylase_Alphaamylase_C_CBM_48
1458300_9264_2,G,Glyco_hydro_77
1458300_9264_3,G,Phosphorylase
1458300_9264_4,K,GerE_TPR_4_TPR_8
1458300_9264_5,S,DUF2810
1458300_9264_6,T,MCPsignal_sCache_2
1458300_9264_7,I,NAD_binding_11_NAD_binding_2
1458300_9264_8,K,Transcrip_reg
1458300_9264_9,S,DUF3283
1458300_9264_10,,
1458300_9264_11,,
1458300_9264_12,S,DUF3346_YitT_membrane
1458300_9264_13,D,AAA_31_CbiA
1458300_9264_14,K,ParBc
1458300_9264_15,P,SBP_bac_8
1458300_9264_16,J,DUF1726_GNAT_acetyltr_2_Helicase_RecD_tRNA_bind_3
1458300_9264_17,S,T_hemolysin
1458300_9264_18,I,AMPbinding_Haem_oxygenas_2
1458300_9264_19,I,Haem_oxygenas_2
1458300_9264_20,S,adh_short
1458300_9264_21,NU,TPR_19_TPR_8
1458300_9264_22,K,Response_reg_Trans_reg_C
1458300_9264_23,T,2CSK_N_HATPase_c_HisKA
1458300_9264_24,S,DUF1705_Sulfatase
1458300_9264_25,P,ABC_tran
1458300_9264_26,P,BPD_transp_1
1458300_9264_27,P,BPD_transp_1
1458300_9264_28,E,SBP_bac_5
1458300_9264_29,T,STAS_2
1458300_9264_30,T,Response_reg
1458300_9264_31,NT,CheW_Hkinase_dim_HATPase_c_Hpt_Response_reg
1458300_9264_32,NT,CheW_Hkinase_dim_HATPase_c_Hpt_Response_reg
1458300_9264_33,NT,CheW
1458300_9264_34,NT,CheW
1458300_9264_35,NT,HAMP_MCPsignal_PAS_8_PAS_9
1458300_9264_36,H,CheR_CheR_N
1458300_9264_37,NT,CheD
1458300_9264_38,NT,CheB_methylest_Response_reg
1458300_9264_39,NT,MCPsignal
1458300_9264_40,T,STAS_STAS_2
1458300_9264_41,T,HATPase_c_2_Response_reg_SpoIIE
1458300_9264_42,L,FapA
1458300_9264_43,V,ABC_membrane_ABC_tran_Peptidase_C39
1458300_9264_44,T,EAL_GGDEF_HAMP_LapD_MoxY_N
1458300_9264_45,S,Peptidase_C93
1458300_9264_46,M,Biotin_lipoyl_2_FtsH_ext_HlyD_HlyD_3_OEP
1458300_9264_47,H,PNP_phzG_C_Putative_PNPOx
1458300_9264_48,K,GerE_PAS_4
1458300_9264_49,S,FGEsulfatase_PEGA
1458300_9264_50,D,PEGA
1458300_9264_51,K,AraC_binding_Cupin_2_HTH_18_HTH_AraC
1458300_9264_52,C,Aldedh_Pro_dh_Pro_dhDNA_bdg
1458300_9264_53,C,Aldedh
1458300_9264_54,E,SSF
1458300_9264_55,,
1458300_9264_56,NT,HAMP_MCPsignal_dCache_1
1458300_9264_57,K,AsnC_trans_reg_HTH_24
1458300_9264_58,C,Aldedh
1458300_9264_59,E,OKR_DC_1_OKR_DC_1_C_OKR_DC_1_N
1458300_9264_60,E,AA_permease_2
1458300_9264_61,H,DHBP_synthase
1458300_9264_62,J,Methyltrn_RNA_2
1458300_9264_63,K,HTH_1_LysR_substrate
1458300_9264_64,S,adh_short
1458300_9264_65,NT,HAMP_MCPsignal_dCache_1
1458300_9264_66,K,HTH_1_LysR_substrate
1458300_9264_67,S,NAD_binding_10
1458300_9264_68,P,Rhodanese
1458300_9264_69,S,TauE
1458300_9264_70,S,YccF
1458300_9264_71,,
1458300_9264_72,S,Lactamase_B
1458300_9264_73,S,GFO_IDH_MocA
1458300_9264_74,K,MtlR
1458300_9264_75,C,Mannitol_dh_Mannitol_dh_C
1458300_9264_76,G,PTS_EIIA_2_PTS_EIIC_PTS_IIB
1458300_9264_78,M,Peptidase_M23
1458300_9264_79,G,PGM_PMM_I_PGM_PMM_II_PGM_PMM_III_PGM_PMM_IV
1458300_9264_80,P,BPD_transp_1
1458300_9264_81,ET,SBP_bac_3
1458300_9264_82,P,BPD_transp_1
1458300_9264_83,E,ABC_tran
1458300_9264_84,E,DAHP_synth_1
1458300_9264_85,S,DUF3297
1458300_9264_86,NT,4HB_MCP_1_MCPsignal
1458300_9264_87,G,SBP_bac_1_SBP_bac_8
1458300_9264_88,,
1458300_9264_89,NT,4HB_MCP_1_HAMP_MCPsignal
1458300_9264_90,S,DUF2999
1458300_9264_91,G,Alphaamylase_CBM_48
1458300_9264_92,M,LamB
1458300_9264_93,S,MalM
1458300_9264_94,S,Sel1
1458300_9264_95,G,Glucosamine_iso
1458300_9264_96,S,DUF3081
1458300_9264_97,S,DUF1704_FGase
1458300_9264_98,S,DUF413
1458300_9264_99,K,HTH_1_LysR_substrate
1458300_9264_100,S,DoxX
1458300_9264_101,K,Ada_Zn_binding_AlkA_N_HTH_18_HhHGPD
1458300_9264_102,H,DNA_binding_1_HTH_18_Methyltransf_1N
1458300_9264_103,,
1458300_9264_104,P,CitMHS
1458300_9264_105,S,Gate
1458300_9264_106,S,Gate
1458300_9264_107,O,Glutaredoxin
1458300_9264_108,EG,EamA
1458300_9264_109,M,Porin_1_Porin_4
1458300_9264_110,O,OsmC
1458300_9264_111,K,MarR
1458300_9264_112,Q,FAA_hydrolase
1458300_9264_113,S,AzlD
1458300_9264_114,E,AzlC
1458300_9264_115,K,AraC_binding_HTH_18_HTH_AraC
1458300_9264_116,E,LysE
1458300_9264_117,K,TetR_C_13_TetR_N
1458300_9264_118,C,Oxidored_FMN
1458300_9264_119,S,DUF445
1458300_9264_120,V,ABC_membrane_ABC_tran
1458300_9264_121,S,Amidinotransf
1458300_9264_122,C,Oxidored_FMN
1458300_9264_123,O,GST_N_3_Glutaredoxin2_C
1458300_9264_124,K,HTH_1_LysR_substrate
1458300_9264_125,JKL,DEAD_Helicase_C
1458300_9264_126,V,MatE
1458300_9264_127,T,MCPsignal_PAS_3
1458300_9264_128,H,PEPutilizers_PEPutilizers_C_PPDK_N
1458300_9264_129,F,KinasePPPase
1458300_9264_130,C,CCG_FADoxidase_C_FAD_binding_4_Fer4_7_Fer4_8
1458300_9264_131,C,FMN_dh
1458300_9264_132,C,Lactate_perm
1458300_9264_133,K,HTH_1_LysR_substrate
1458300_9264_134,ET,SBP_bac_3
1458300_9264_135,NT,MCPsignal
1458300_9264_136,NT,MCPsignal
1458300_9264_137,ET,SBP_bac_3
1458300_9264_138,P,ABC_tran_oligo_HPY
1458300_9264_139,,
1458300_9264_140,O,AAA_32_Lon_C
1458300_9264_141,NT,HAMP_MCPsignal
1458300_9264_143,EGP,MFS_1
1458300_9264_144,S,DUF2850
1458300_9264_145,S,DUF1255
1458300_9264_146,S,Pirin_Pirin_C
1458300_9264_147,,
1458300_9264_148,T,GGDEF
1458300_9264_149,K,HTH_1_LysR_substrate
1458300_9264_150,EG,EamA
1458300_9264_151,S,DUF3541
1458300_9264_152,L,2OGFeII_Oxy_2
1458300_9264_153,T,CHASE_GGDEF
1458300_9264_154,K,DUF3612_HTH_19_HTH_3_Peptidase_M78
1458300_9264_155,C,
1458300_9264_156,T,GGDEF
1458300_9264_157,K,MarR_MarR_2
1458300_9264_158,T,CheW_Response_reg
1458300_9264_159,G,Rotamase_3
1458300_9264_160,K,GerE
1458300_9264_161,S,YbjQ_1
1458300_9264_162,O,2OGFeII_Oxy_3
1458300_9264_163,K,ROF
1458300_9264_164,J,Acetyltransf_1_Acetyltransf_3
1458300_9264_165,P,ABC_tran_TOBE_2
1458300_9264_166,G,SBP_bac_8
1458300_9264_167,P,BPD_transp_1_MalF_P2
1458300_9264_168,P,BPD_transp_1
1458300_9264_169,,
1458300_9264_170,I,4HBT
1458300_9264_171,K,DeoRC_HTH_DeoR
1458300_9264_172,T,GGDEF_PAS_4
1458300_9264_173,EG,EamA
